시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
세화종합사회복지관,인천광역시 연수구 원인재로 315,인천광역시 연수구 연수동 533,세화종합사회복지관,032-813-2790,각 수급자 가정,거동불편 저소득 재가노인,중식(11:30-13:00),월+화+수+목+금,,,37.42132237,126.6908761,2025-03-26,3520000,인천광역시 연수구
스스로함께지역아동센터,경기도 안산시 상록구 성호로 344(부곡동) 301호,경기도 안산시 상록구 부곡동 664-9,경기도 안산시 상록구청,031-416-9928,"지역아동센터스스로,함께",결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.3332472,126.8619246,2025-07-03,3930000,경기도 안산시
지혜샘 지역아동센터,경기도 안산시 단원구 선부로 109,경기도 안산시 단원구 선부동 1033-13,경기도 안산시 단원구청,031-482-7276,지혜샘 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.3417167,126.8071322,2025-07-03,3930000,경기도 안산시
징검다리지역아동센터,경기도 안산시 상록구 석호로 383(본오동) 2층,경기도 안산시 상록구 본오동 777-15,경기도 안산시 상록구청,031-417-6509,징검다리지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.2933175,126.8733186,2025-07-03,3930000,경기도 안산시
책키북키 지역아동센터,경기도 안산시 단원구 와동로 77,경기도 안산시 단원구 와동 713-6,경기도 안산시 단원구청,031-403-9897,책키북키 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.33691726,126.8285508,2025-07-03,3930000,경기도 안산시
초지마을 지역아동센터,경기도 안산시 단원구 초지로 182,경기도 안산시 단원구 초지동 696-3,경기도 안산시 단원구청,031-403-0535,초지마을 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.31500276,126.8156282,2025-07-03,3930000,경기도 안산시
평화의 지역아동센터,경기도 안산시 단원구 선삼로6길 45,"경기도 안산시 단원구 선부동 1120-2,1층",경기도 안산시 단원구청,031-402-2489,평화의 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.34563359,126.8134292,2025-07-03,3930000,경기도 안산시
푸른 지역아동센터,"경기도 안산시 단원구 지곡로2길 10, 201호","경기도 안산시 단원구 선부동 972-5,  201호",경기도 안산시 단원구청,031-480-2225,푸른 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.3369365,126.8028062,2025-07-03,3930000,경기도 안산시
하나지역아동센터,경기도 안산시 상록구 항호4길 24(사동) 2층,경기도 안산시 상록구 사동 1375-1,경기도 안산시 상록구청,031-505-6856,하나지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.28750302,126.8463585,2025-07-03,3930000,경기도 안산시
해오름지역아동센터,경기도 안산시 상록구 매화로3길 28(이동) 201호,경기도 안산시 상록구 이동 570-1,경기도 안산시 상록구청,031-417-2345,해오름지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.30472273,126.863242,2025-07-03,3930000,경기도 안산시
은성종합사회복지관,제주특별자치도 제주시 월두2길 63-1,,은성종합사회복지관,064-726-8388,은성종합사회복지관,노인,12:00-13:00,화,,,33.48593843,126.5494613,2024-10-24,6510000,제주특별자치도 제주시
한경원광소규모요양시설,제주특별자치도 제주시 한경면 고산남3길 33,,한경원광소규모요양시설,064-772-5857,한경원광소규모요양시설,노인,09:00-12:00,목,,,33.30505052,126.1890689,2024-10-24,6510000,제주특별자치도 제주시
서부종합사회복지관,제주특별자치도 제주시 한림읍 한림상로 207,,서부종합사회복지관,064-796-9091,서부종합사회복지관,노인,12:00-13:00,목,,,33.41688429,126.2683502,2024-10-24,6510000,제주특별자치도 제주시
다대종합사회복지관,부산광역시 사하구 다대로 440(다대동),,다대종합사회복지관,051-264-5420,다대종합사회복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),주 5회(월~금),2020-01-01,2025-10-23,35.06376973,128.9792661,2024-10-24,3340000,부산광역시 사하구
두송종합사회복지관,부산광역시 사하구 다송로 59(다대동),,두송종합사회복지관,051-265-9471,두송종합사회복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:30~12:30),주 5회(월~금),2020-01-01,2025-10-23,35.06274539,128.9854757,2024-10-24,3340000,부산광역시 사하구
몰운대종합사회복지관,부산광역시 사하구 다대낙조2길 17(다대동),,몰운대종합사회복지관,051-264-9033,몰운대종합사회복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:40~12:30),주 5회(월~금),2020-01-01,2025-10-23,35.05122829,128.9635507,2024-10-24,3340000,부산광역시 사하구
사하구종합사회복지관,부산광역시 사하구 감내2로 21(감천동),,사하구종합사회복지관,051-293-2688,사하구종합사회복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:30),주 6회(월~토),2020-01-01,2025-10-23,35.09446513,129.0077002,2024-10-24,3340000,부산광역시 사하구
자원봉사보령복지회,충청남도 보령시 행복로 5-9,충청남도 보령시 대천동 441-2,자원봉사보령복지회,,자원봉사보령복지회,기초수급+차상위 노인,중식(12:00-13:00),월,,,36.353537,126.5930348,2024-12-05,4510000,충청남도 보령시
명천종합사회복지관,충청남도 보령시 주공로 50,충청남도 보령시 명천동 413,명천종합사회복지관,041-936-8501,명천종합사회복지관,기초수급+차상위 노인,중식(12:00-13:00),화+목+금,,,36.34255288,126.6034284,2024-12-05,4510000,충청남도 보령시
보령노인종합복지관,충청남도 보령시 대천로 113,충청남도 보령시 죽정동 703-1,보령노인종합복지관,041-931-7677,보령노인종합복지관,기초수급+차상위 노인,중식(12:00-13:00),월+화+수+목+금,,,36.35604971,126.6038988,2024-12-05,4510000,충청남도 보령시
명천실버복지관,충청남도 보령시 흥곡천변로 85,충청남도 보령시 명천동 468-14,명천실버복지관,041-402-7772,명천실버복지관,기초수급+차상위 노인,중식(12:00-13:00),월+화+수+목+금,,,36.3369068781,126.6020153665,2024-12-05,4510000,충청남도 보령시
보령선한이웃,충청남도 보령시 중앙로 15,충청남도 보령시 명천동 486-38,보령선한이웃,041-935-0131,대천중앙감리교회,기초수급+차상위 노인,중식(12:00-13:00),월+화+수+목+금,,,36.34605099,126.5987088,2024-12-05,4510000,충청남도 보령시
서구노인복지관,부산광역시 서구 장군산로46번길 21,부산광역시 서구 암남동 553-1,대한불교천태종,051-244-3541,서구노인복지관,취약노인,12:00~13:00,월~금요일,,,35.07312369,129.014347,2024-12-16,3260000,부산광역시 서구
부민노인복지관,부산광역시 서구 부용로 30,부산광역시 서구 부용동2가 86,불국토,051-243-3531,부민노인복지관,취약노인,12:00~13:00,월~금요일,,,35.10743603,129.0180384,2024-12-16,3260000,부산광역시 서구
서구종합사회복지관,부산광역시 서구 망양로193번길 104,부산광역시 서구 동대신동1가 11-33,로사리오 카리타스,051-253-1922,서구종합사회복지관,취약노인,12:00~13:00,월~금요일,,,35.11117899,129.0263591,2024-12-16,3260000,부산광역시 서구
부산기독교종합사회복지관,부산광역시 서구 까치고개로229번길 40,부산광역시 서구 토성동2가 4-1,감리회 태화복지재단,051-257-9404,기독교종합사회복지관,취약노인,12:00~13:00,월~금요일,,,35.10157803,129.0211493,2024-12-16,3260000,부산광역시 서구
지도읍 복지센터,전라남도 신안군 지도읍 지도증도로 7,전라남도 신안군 지도읍 읍내리 351,지도읍여성단체협의회,061-240-3433,지도읍 복지센터,독거노인+결식노인,중식(12:00-13:00),화,2024-01-01,2024-12-31,35.0571401000,126.2053652000,2024-10-24,5010000,전라남도 신안군
압해읍 종합복지회관,전라남도 신안군 압해읍 압해로 876-20,전라남도 신안군 압해읍 학교리588-7,압해읍새마을부녀회,061-240-3498,압해읍 종합복지회관,독거노인+결식노인,중식(12:00-13:00),목,2024-01-01,2024-12-31,34.86603639,126.3128589,2024-10-24,5010000,전라남도 신안군
증도면 복지센터,전라남도 신안군 증도면 문준경길 199,전라남도 신안군 증도면 증동리 1735-1,증도면여성단체협의회,061-240-3548,증도면 복지센터,독거노인+결식노인,중식(12:00-13:00),화,2024-01-01,2024-12-31,35.00219645,126.1389514,2024-10-24,5010000,전라남도 신안군
웅남주민복지회관,경상남도 창원시 성산구 신촌로134번길 48(양곡동),경상남도 창원시 성산구 양곡동 985,웅남동 주민자치회,,장수식당,60세이상 저소득 결식우려 노인,중식(11:30~12:30),월+화+수+목+금,,,35.19684221,128.623882,2025-08-22,5670000,경상남도 창원시
마산포교당 보현의집,경상남도 창원시 마산합포구 몽고정길 47(부림동),경상남도 창원시 마산합포구 부림동 83-339,통도사 마산포교당정법사,,정법사 맞은편 상가지하,60세이상 저소득 결식우려 노인,중식(11:20~12:30),월+화+수+목+금,,,35.20630803,128.5724994,2025-08-22,5670000,경상남도 창원시
마산맛나눔터,경상남도 창원시 마산합포구 문화북5길 19(평화동),경상남도 창원시 마산합포구 평화동 12-5,대한적십자사 경남지사,,마산적십자사1층,60세이상 저소득 결식우려 노인,중식(11:30~12:00),월+화+수+목+금,,,35.18687632,128.5585513,2025-08-22,5670000,경상남도 창원시
사랑의급식소,경상남도 창원시 마산합포구 월영북로 46(대내동),경상남도 창원시 마산합포구 대내동 1-8,마산종합사회복지관,,마산종합사회복지관 지하,60세이상 저소득 결식우려 노인,중식(11:20~12:00),월+화+수+목+금,,,35.18386233,128.5564815,2025-08-22,5670000,경상남도 창원시
자산동 섬김과나눔의집,경상남도 창원시 마산합포구 자산동 5길 1(자산동),경상남도 창원시 마산합포구 자산동 140-3,섬김과나눔 후원회,,자산동주민센터 지하,60세이상 저소득 결식우려 노인,중식(11:20~12:10),화+금,,,35.20550727,128.5654771,2025-08-22,5670000,경상남도 창원시
순창읍교회 무료경로식당,전라북도 순창군 순창읍 순창9길 23,전라북도 순창군 순창읍 순화리 153-1,순창읍교회,063-653-2604,순창읍교회 식당,결식노인,중식(12:00~13:00),순창장날(1일+6일+11일+16일+21일+26일),2022-01-01,2022-12-31,35.375111,127.1407071,2022-06-15,4771000,전북특별자치도 순창군
순창천주교회,전라북도 순창군 순창읍 순창로 247,전라북도 순창군 순창읍 남계리 204-1,순창천주교회,063-652-1004,순창천주교회,결식노인,중식(12:00~13:00),금,2022-01-01,2022-12-31,35.37721956,127.143211,2022-06-15,4771000,전북특별자치도 순창군
신월종합사회복지관 경로식당,서울특별시 양천구 신월로24길 19 (신월동),서울특별시 양천구 신월동 1063-1,신월종합사회복지관,02-2605-8728,신월종합사회복지관,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.52003276,126.8473669,2024-12-12,3140000,서울특별시 양천구
목동어르신복지관 경로식당,서울특별시 양천구 목동중앙로3길 21(목동),서울특별시 양천구 목동 765-1,목동어르신복지관,02-2643-3352,목동어르신복지관,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.536465,126.869268,2024-12-12,3140000,서울특별시 양천구
해맞이경로식당,서울특별시 양천구 지양로 37(신월동),서울특별시 양천구 신월동 987,서서울어르신복지관,02-2699-9275,해맞이경로식당,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.519077,126.835622,2024-12-12,3140000,서울특별시 양천구
회진면 경로식당 무료급식소,전라남도 장흥군 회진면 회진중앙길 10-2,전라남도 장흥군 회진면 회진리 2140-2,대한노인회 장흥군지회+회진면행정복지센터,061-860-8750,회진면 대표경로당(회진중앙경로당),60세이상+독거노인+결식우려노인+저소득층,중식(11:30-12:30),월+화+수+목+금,2024-02-19,,34.4818123,126.9394082,2025-05-21,4910000,전라남도 장흥군
부산진구종합사회복지관,부산광역시 부산진구 복지로117-12,부산광역시 부산진구 개금동 산57-9,부산진구종합사회복지관,051-893-0035,부산진구종합사회복지관,기초수급자+차상위,중식(11:30-12:30),월+화+수+목+금,1993-05-01,,35.1426032,129.0201649,2025-05-13,3290000,부산광역시 부산진구
개금사회복지관,부산광역시 부산진구 백양관문로77번길 145,부산광역시 부산진구 개금동 1-1,개금사회복지관,051-893-5034,개금사회복지관,기초수급자+차상위,중식(10:30-11:30),월+화+수+목+금,1994-11-01,,35.1632683,129.0231116,2025-05-13,3290000,부산광역시 부산진구
당감종합사회복지관,부산광역시 부산진구 당감서로 16,부산광역시 부산진구 당감동 818-220,당감종합사회복지관,051-896-2320,당감종합사회복지관,기초수급자+차상위,중식(10:30-12:00),월+화+수+목+금,1996-02-01,,35.16232413,129.0366013,2025-05-13,3290000,부산광역시 부산진구
전포종합사회복지관,부산광역시 부산진구 전포대로190번길 35,부산광역시 부산진구 전포동 343-5,전포종합사회복지관,070-8933-6375,전포종합사회복지관,기초수급자+차상위,중식(11:00-12:00),월+화+수+목+금,2002-03-01,,35.1536436,129.0675507,2025-05-13,3290000,부산광역시 부산진구
